rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure,rougeS_precision,rougeS_recall,rougeS_fmeasure
0.35502958579881655,0.2553191489361702,0.297029702970297,0.047619047619047616,0.03418803418803419,0.03980099502487563,0.14792899408284024,0.10638297872340426,0.12376237623762378,0.021538461538461538,0.01580135440180587,0.01822916666666667
0.4595959595959596,0.44607843137254904,0.45273631840796025,0.09137055837563451,0.08866995073891626,0.09,0.25252525252525254,0.24509803921568626,0.24875621890547264,0.04177545691906005,0.04155844155844156,0.04166666666666667
0.6456692913385826,0.32669322709163345,0.4338624338624339,0.25396825396825395,0.128,0.1702127659574468,0.25984251968503935,0.13147410358565736,0.1746031746031746,0.1510204081632653,0.07692307692307693,0.1019283746556474
0.4034090909090909,0.2946058091286307,0.3405275779376499,0.07428571428571429,0.05416666666666667,0.06265060240963856,0.16477272727272727,0.12033195020746888,0.13908872901678657,0.034782608695652174,0.026607538802660754,0.030150753768844223
0.33548387096774196,0.16455696202531644,0.2208067940552017,0.032467532467532464,0.015873015873015872,0.02132196162046908,0.14193548387096774,0.06962025316455696,0.09341825902335456,0.020066889632107024,0.009917355371900827,0.013274336283185842
0.47844827586206895,0.4111111111111111,0.4422310756972111,0.1341991341991342,0.11524163568773234,0.124,0.1896551724137931,0.16296296296296298,0.1752988047808765,0.08830022075055188,0.0761904761904762,0.081799591002045
0.4806201550387597,0.2222222222222222,0.30392156862745096,0.140625,0.06474820143884892,0.08866995073891627,0.29457364341085274,0.13620071684587814,0.18627450980392157,0.10204081632653061,0.04570383912248629,0.06313131313131314
0.38181818181818183,0.3054545454545455,0.33939393939393947,0.0410958904109589,0.032846715328467155,0.036511156186612576,0.1590909090909091,0.12727272727272726,0.1414141414141414,0.02097902097902098,0.017142857142857144,0.01886792452830189
0.6392405063291139,0.2961876832844575,0.40480961923847697,0.17197452229299362,0.07941176470588235,0.10865191146881285,0.25316455696202533,0.11730205278592376,0.16032064128256515,0.0932475884244373,0.043478260869565216,0.059304703476482624
0.5402298850574713,0.4110787172011662,0.4668874172185431,0.12307692307692308,0.0935672514619883,0.10631229235880399,0.210727969348659,0.16034985422740525,0.1821192052980133,0.07302231237322515,0.055130168453292494,0.06282722513089005
0.38922155688622756,0.45774647887323944,0.42071197411003236,0.0963855421686747,0.11347517730496454,0.10423452768729642,0.19161676646706588,0.22535211267605634,0.20711974110032366,0.054380664652567974,0.06451612903225806,0.05901639344262296
0.521505376344086,0.3991769547325103,0.4522144522144522,0.1891891891891892,0.1446280991735537,0.16393442622950818,0.24731182795698925,0.18930041152263374,0.21445221445221443,0.1046831955922865,0.08067940552016985,0.09112709832134293
0.29411764705882354,0.1388888888888889,0.18867924528301885,0.0,0.0,0.0,0.17647058823529413,0.08333333333333333,0.11320754716981131,0.0,0.0,0.0
0.42162162162162165,0.46987951807228917,0.4444444444444445,0.15760869565217392,0.17575757575757575,0.166189111747851,0.21621621621621623,0.24096385542168675,0.22792022792022792,0.07988980716253444,0.08923076923076922,0.08430232558139535
0.4577777777777778,0.4309623430962343,0.4439655172413793,0.06696428571428571,0.06302521008403361,0.06493506493506493,0.19111111111111112,0.1799163179916318,0.18534482758620693,0.025522041763341066,0.023655913978494623,0.024553571428571428
0.34759358288770054,0.3869047619047619,0.36619718309859156,0.11290322580645161,0.12574850299401197,0.11898016997167138,0.16042780748663102,0.17857142857142858,0.16901408450704225,0.053824362606232294,0.05740181268882175,0.05555555555555556
0.5932203389830508,0.45454545454545453,0.5147058823529411,0.21367521367521367,0.16339869281045752,0.18518518518518517,0.3050847457627119,0.23376623376623376,0.2647058823529411,0.14847161572052403,0.11295681063122924,0.12830188679245283
0.2966101694915254,0.22012578616352202,0.2527075812274368,0.02564102564102564,0.0189873417721519,0.02181818181818182,0.16101694915254236,0.11949685534591195,0.13718411552346568,0.008658008658008658,0.006557377049180328,0.007462686567164179
0.4725274725274725,0.46994535519125685,0.4712328767123288,0.1712707182320442,0.17032967032967034,0.17079889807162535,0.23626373626373626,0.23497267759562843,0.2356164383561644,0.06956521739130435,0.06876790830945559,0.06916426512968299
0.5663716814159292,0.29493087557603687,0.3878787878787879,0.1875,0.09722222222222222,0.12804878048780488,0.34513274336283184,0.17972350230414746,0.23636363636363636,0.07981220657276995,0.04096385542168675,0.054140127388535034
0.328125,0.3783783783783784,0.35146443514644354,0.08235294117647059,0.09502262443438914,0.08823529411764705,0.14453125,0.16666666666666666,0.15481171548117156,0.05112474437627812,0.058823529411764705,0.05470459518599562
0.5294117647058824,0.2823529411764706,0.3682864450127877,0.0962962962962963,0.051181102362204724,0.06683804627249357,0.25,0.13333333333333333,0.1739130434782609,0.05747126436781609,0.03006012024048096,0.039473684210526314
0.32510288065843623,0.4030612244897959,0.35990888382687924,0.0743801652892562,0.09230769230769231,0.08237986270022883,0.17695473251028807,0.2193877551020408,0.1958997722095672,0.04516129032258064,0.055408970976253295,0.04976303317535545
0.5123456790123457,0.29328621908127206,0.37303370786516854,0.11180124223602485,0.06382978723404255,0.08126410835214447,0.22839506172839505,0.13074204946996468,0.1662921348314607,0.06070287539936102,0.034358047016274866,0.04387990762124712
0.4365079365079365,0.41509433962264153,0.4255319148936171,0.11553784860557768,0.10984848484848485,0.11262135922330097,0.19444444444444445,0.18490566037735848,0.18955512572533847,0.05405405405405406,0.05295315682281059,0.053497942386831275
0.4759036144578313,0.35585585585585583,0.4072164948453608,0.12121212121212122,0.09049773755656108,0.10362694300518134,0.21686746987951808,0.16216216216216217,0.18556701030927836,0.06070287539936102,0.043478260869565216,0.050666666666666665
0.5555555555555556,0.2733118971061093,0.3663793103448276,0.18421052631578946,0.09032258064516129,0.12121212121212122,0.32679738562091504,0.1607717041800643,0.21551724137931033,0.08532423208191127,0.042444821731748725,0.05668934240362812
0.6058394160583942,0.31679389312977096,0.4160401002506266,0.14705882352941177,0.07662835249042145,0.10075566750629722,0.25547445255474455,0.13358778625954199,0.1754385964912281,0.08045977011494253,0.041916167664670656,0.05511811023622047
0.4418604651162791,0.4896907216494845,0.46454767726161367,0.13551401869158877,0.15025906735751296,0.1425061425061425,0.16744186046511628,0.18556701030927836,0.17603911980440098,0.07875894988066826,0.08753315649867374,0.0829145728643216
0.616,0.4052631578947368,0.4888888888888889,0.20161290322580644,0.13227513227513227,0.1597444089456869,0.264,0.1736842105263158,0.20952380952380956,0.13191489361702127,0.08355795148247978,0.10231023102310231
0.5899280575539568,0.20147420147420148,0.30036630036630035,0.2028985507246377,0.06896551724137931,0.10294117647058822,0.302158273381295,0.10319410319410319,0.15384615384615385,0.09225092250922509,0.031928480204342274,0.04743833017077799
0.5925925925925926,0.2831858407079646,0.38323353293413176,0.16822429906542055,0.08,0.10843373493975905,0.32407407407407407,0.15486725663716813,0.20958083832335325,0.12077294685990338,0.05668934240362812,0.0771604938271605
0.583941605839416,0.42328042328042326,0.49079754601226994,0.17647058823529413,0.1276595744680851,0.14814814814814814,0.26277372262773724,0.19047619047619047,0.22085889570552147,0.11070110701107011,0.08264462809917356,0.0946372239747634
0.3492822966507177,0.5069444444444444,0.41359773371104813,0.10096153846153846,0.14685314685314685,0.11965811965811965,0.17703349282296652,0.2569444444444444,0.20963172804532576,0.056555269922879174,0.08,0.06626506024096385
0.46710526315789475,0.4127906976744186,0.4382716049382716,0.08609271523178808,0.07602339181286549,0.08074534161490683,0.19736842105263158,0.1744186046511628,0.1851851851851852,0.04040404040404041,0.03625377643504532,0.03821656050955414
0.6068965517241379,0.3320754716981132,0.4292682926829268,0.1388888888888889,0.07575757575757576,0.09803921568627452,0.2620689655172414,0.14339622641509434,0.18536585365853658,0.06405693950177936,0.03522504892367906,0.04545454545454545
0.3235294117647059,0.39568345323741005,0.3559870550161812,0.07692307692307693,0.09420289855072464,0.08469055374592835,0.18823529411764706,0.2302158273381295,0.2071197411003236,0.06116207951070336,0.07380073800738007,0.06688963210702342
0.4536082474226804,0.4631578947368421,0.45833333333333326,0.1413793103448276,0.1443661971830986,0.14285714285714288,0.18900343642611683,0.19298245614035087,0.19097222222222224,0.06854130052724078,0.07235621521335807,0.0703971119133574
0.43243243243243246,0.5454545454545454,0.4824120603015076,0.10407239819004525,0.13142857142857142,0.11616161616161616,0.14864864864864866,0.1875,0.16582914572864318,0.07328605200945626,0.09253731343283582,0.08179419525065962
0.4966887417218543,0.38860103626943004,0.436046511627907,0.14,0.109375,0.12280701754385966,0.2185430463576159,0.17098445595854922,0.19186046511627905,0.08013937282229965,0.06442577030812324,0.07142857142857142
0.3436123348017621,0.37320574162679426,0.3577981651376147,0.0752212389380531,0.08173076923076923,0.0783410138248848,0.15859030837004406,0.1722488038277512,0.1651376146788991,0.040632054176072234,0.044444444444444446,0.04245283018867925
0.481981981981982,0.44583333333333336,0.46320346320346323,0.09049773755656108,0.08368200836820083,0.08695652173913043,0.20270270270270271,0.1875,0.1948051948051948,0.04470588235294118,0.04068522483940043,0.04260089686098655
0.4392523364485981,0.4351851851851852,0.4372093023255814,0.14553990610328638,0.14418604651162792,0.14485981308411217,0.205607476635514,0.2037037037037037,0.20465116279069764,0.09046454767726161,0.0891566265060241,0.08980582524271845
0.3210702341137124,0.6,0.41830065359477125,0.11409395973154363,0.2138364779874214,0.1487964989059081,0.14381270903010032,0.26875,0.18736383442265797,0.07204116638078903,0.134185303514377,0.09375
0.4803921568627451,0.3951612903225806,0.4336283185840708,0.1485148514851485,0.12195121951219512,0.1339285714285714,0.21568627450980393,0.1774193548387097,0.19469026548672566,0.07537688442211055,0.06437768240343347,0.06944444444444445
0.412,0.48130841121495327,0.44396551724137934,0.14056224899598393,0.1643192488262911,0.15151515151515152,0.2,0.2336448598130841,0.2155172413793104,0.09224318658280922,0.10757946210268948,0.09932279909706546
0.5436893203883495,0.2916666666666667,0.37966101694915255,0.17647058823529413,0.09424083769633508,0.12286689419795221,0.2912621359223301,0.15625,0.20338983050847456,0.09045226130653267,0.04904632152588556,0.06360424028268552
0.5095541401273885,0.49079754601226994,0.5,0.14743589743589744,0.1419753086419753,0.14465408805031446,0.21656050955414013,0.2085889570552147,0.21250000000000002,0.09508196721311475,0.09034267912772585,0.09265175718849838
0.5775862068965517,0.3316831683168317,0.42138364779874216,0.25217391304347825,0.14427860696517414,0.18354430379746836,0.3620689655172414,0.2079207920792079,0.2641509433962264,0.12442396313364056,0.06976744186046512,0.08940397350993377
0.5866666666666667,0.4607329842931937,0.5161290322580645,0.2550335570469799,0.2,0.22418879056047197,0.30666666666666664,0.24083769633507854,0.2697947214076246,0.1824561403508772,0.14092140921409213,0.15902140672782875
0.5963302752293578,0.31100478468899523,0.4088050314465409,0.2222222222222222,0.11538461538461539,0.15189873417721517,0.29357798165137616,0.15311004784688995,0.2012578616352201,0.10144927536231885,0.05289672544080604,0.06953642384105961
0.1888412017167382,0.4835164835164835,0.271604938271605,0.034482758620689655,0.08888888888888889,0.04968944099378882,0.11158798283261803,0.2857142857142857,0.16049382716049382,0.013544018058690745,0.03508771929824561,0.019543973941368076
0.32677165354330706,0.3360323886639676,0.3313373253493014,0.05138339920948617,0.052845528455284556,0.05210420841683367,0.12598425196850394,0.12955465587044535,0.1277445109780439,0.012219959266802444,0.01279317697228145,0.012499999999999999
0.4444444444444444,0.5116279069767442,0.4756756756756757,0.1218274111675127,0.14035087719298245,0.13043478260869562,0.15656565656565657,0.18023255813953487,0.16756756756756758,0.07611548556430446,0.08761329305135952,0.08146067415730338
0.5371900826446281,0.31100478468899523,0.393939393939394,0.125,0.07211538461538461,0.09146341463414634,0.2396694214876033,0.13875598086124402,0.17575757575757572,0.05063291139240506,0.02977667493796526,0.0375
0.6306818181818182,0.44047619047619047,0.5186915887850467,0.2571428571428571,0.17928286852589642,0.2112676056338028,0.2897727272727273,0.20238095238095238,0.23831775700934582,0.1701492537313433,0.11899791231732777,0.14004914004914007
0.5736434108527132,0.27611940298507465,0.37279596977329976,0.140625,0.06741573033707865,0.0911392405063291,0.24806201550387597,0.11940298507462686,0.16120906801007556,0.05668016194331984,0.0275049115913556,0.037037037037037035
0.35842293906810035,0.5263157894736842,0.42643923240938164,0.10431654676258993,0.15343915343915343,0.12419700214132762,0.16845878136200718,0.24736842105263157,0.20042643923240935,0.06284658040665435,0.09366391184573003,0.07522123893805309
0.4336283185840708,0.4298245614035088,0.4317180616740088,0.13777777777777778,0.13656387665198239,0.13716814159292035,0.19911504424778761,0.19736842105263158,0.19823788546255505,0.08857808857808858,0.08816705336426914,0.08837209302325581
0.5460122699386503,0.35177865612648224,0.4278846153846154,0.12345679012345678,0.07936507936507936,0.09661835748792269,0.22085889570552147,0.1422924901185771,0.1730769230769231,0.07255520504731862,0.04684317718940937,0.05693069306930693
0.5365853658536586,0.25287356321839083,0.34375,0.10655737704918032,0.05,0.06806282722513089,0.2764227642276423,0.13026819923371646,0.17708333333333331,0.0502092050209205,0.02385685884691849,0.03234501347708895
0.5959595959595959,0.25877192982456143,0.36085626911314983,0.17346938775510204,0.07488986784140969,0.10461538461538461,0.35353535353535354,0.15350877192982457,0.2140672782874618,0.09947643979057591,0.042505592841163314,0.05956112852664577
0.44144144144144143,0.3563636363636364,0.3943661971830986,0.09502262443438914,0.07664233576642336,0.08484848484848484,0.2072072072072072,0.16727272727272727,0.1851106639839034,0.0425531914893617,0.03468208092485549,0.03821656050955414
0.49673202614379086,0.4810126582278481,0.48874598070739556,0.17105263157894737,0.16560509554140126,0.16828478964401294,0.23529411764705882,0.22784810126582278,0.2315112540192926,0.10774410774410774,0.10561056105610561,0.10666666666666666
0.49122807017543857,0.4043321299638989,0.44356435643564357,0.0881057268722467,0.07246376811594203,0.07952286282306163,0.20614035087719298,0.16967509025270758,0.18613861386138617,0.041189931350114416,0.03415559772296015,0.03734439834024896
0.6260162601626016,0.3092369477911647,0.4139784946236559,0.22950819672131148,0.11290322580645161,0.15135135135135136,0.2764227642276423,0.13654618473895583,0.18279569892473121,0.10548523206751055,0.05263157894736842,0.0702247191011236
0.2914285714285714,0.2670157068062827,0.2786885245901639,0.05747126436781609,0.05263157894736842,0.05494505494505494,0.14857142857142858,0.13612565445026178,0.14207650273224043,0.05604719764011799,0.052054794520547946,0.053977272727272735
0.6730769230769231,0.31390134529147984,0.42813455657492355,0.20388349514563106,0.0945945945945946,0.12923076923076923,0.33653846153846156,0.15695067264573992,0.21406727828746178,0.06896551724137931,0.03218390804597701,0.043887147335423204
0.5093167701863354,0.44565217391304346,0.47536231884057967,0.2,0.17486338797814208,0.1865889212827988,0.2857142857142857,0.25,0.26666666666666666,0.09764309764309764,0.08504398826979472,0.09090909090909093
0.38562091503267976,0.3241758241758242,0.3522388059701492,0.10526315789473684,0.08839779005524862,0.0960960960960961,0.16339869281045752,0.13736263736263737,0.1492537313432836,0.03728813559322034,0.03133903133903134,0.03405572755417957
0.5859375,0.2788104089219331,0.37783375314861467,0.14960629921259844,0.0708955223880597,0.09620253164556962,0.3046875,0.1449814126394052,0.19647355163727956,0.06639004149377593,0.03131115459882583,0.0425531914893617
0.48663101604278075,0.21927710843373494,0.3023255813953488,0.07526881720430108,0.033816425120772944,0.04666666666666667,0.1925133689839572,0.08674698795180723,0.11960132890365446,0.046831955922865015,0.020858895705521473,0.028862478777589136
0.4264705882352941,0.48333333333333334,0.453125,0.17037037037037037,0.19327731092436976,0.1811023622047244,0.23529411764705882,0.26666666666666666,0.25,0.12643678160919541,0.13924050632911392,0.1325301204819277
0.5684931506849316,0.3254901960784314,0.41396508728179554,0.15172413793103448,0.08661417322834646,0.11027568922305765,0.2945205479452055,0.16862745098039217,0.21446384039900251,0.06713780918727916,0.03885480572597137,0.04922279792746115
0.27125506072874495,0.4652777777777778,0.34271099744245526,0.07723577235772358,0.13286713286713286,0.09768637532133677,0.17408906882591094,0.2986111111111111,0.21994884910485932,0.05010438413361169,0.08421052631578947,0.06282722513089006
0.5584415584415584,0.37719298245614036,0.4502617801047121,0.20261437908496732,0.13656387665198239,0.1631578947368421,0.33766233766233766,0.22807017543859648,0.2722513089005236,0.11221122112211221,0.07816091954022988,0.0921409214092141
0.33774834437086093,0.3695652173913043,0.3529411764705882,0.07333333333333333,0.08029197080291971,0.07665505226480837,0.17218543046357615,0.18840579710144928,0.17993079584775085,0.03728813559322034,0.040892193308550186,0.03900709219858156
0.4156378600823045,0.3519163763066202,0.3811320754716981,0.10330578512396695,0.08741258741258741,0.0946969696969697,0.18930041152263374,0.1602787456445993,0.17358490566037735,0.038876889848812095,0.03231597845601436,0.035294117647058816
0.46226415094339623,0.4,0.4288840262582057,0.16587677725118483,0.14344262295081966,0.15384615384615385,0.17452830188679244,0.1510204081632653,0.16192560175054704,0.07407407407407407,0.06423982869379015,0.06880733944954129
0.7333333333333333,0.3613138686131387,0.4841075794621027,0.30597014925373134,0.15018315018315018,0.20147420147420145,0.4444444444444444,0.21897810218978103,0.293398533007335,0.20152091254752852,0.09943714821763602,0.13316582914572866
0.5359116022099447,0.36059479553903345,0.43111111111111106,0.17777777777777778,0.11940298507462686,0.14285714285714285,0.2541436464088398,0.17100371747211895,0.20444444444444443,0.06267806267806268,0.04408817635270541,0.05176470588235294
0.44936708860759494,0.23986486486486486,0.31277533039647576,0.07006369426751592,0.03728813559322034,0.048672566371681415,0.20253164556962025,0.10810810810810811,0.14096916299559473,0.04501607717041801,0.02460456942003515,0.031818181818181815
0.5864661654135338,0.2689655172413793,0.36879432624113473,0.12878787878787878,0.058823529411764705,0.08076009501187648,0.24060150375939848,0.1103448275862069,0.15130023640661938,0.07662835249042145,0.036297640653357534,0.04926108374384237
